Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,License URL
SG.VAW.REFU.Q4.ZS,CC BY-4.0,Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q4,Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she refuses sex with him. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,"Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), and other surveys: STATcompiler (http://www.statcompiler.com/) as of November 22, 2016, UNICEF global databases (http://www.data.unicef.org/) as of November 2015.
MICS Compiler (http://www.micscompiler.org/) as of June 12, 2016.",Health: Risk factors,Annual,https://datacatalog.worldbank.org/public-licenses#cc-by
